,id,title,release_date,overview,popularity,vote_average,vote_count
1250,352173,Drishyam,2015-07-30,"When his family stares down the barrel of criminal charges, a commoner channels his street smarts and knowledge of action films to tie the long arm of the law into an investigative Gordian knot.",2.0425,7.535,500
1251,228326,The Book of Life,2014-10-01,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans fantastical worlds where he must face his greatest fears.",6.378,7.535,2971
1252,71859,We Need to Talk About Kevin,2011-09-28,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.",5.2721,7.535,3138
1253,4960,"Synecdoche, New York",2008-10-24,"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",3.7185,7.535,1628
1254,308369,Me and Earl and the Dying Girl,2015-06-12,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.",2.5324,7.533,2771
1255,552178,Dark Waters,2019-11-22,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",4.6424,7.533,2557
1256,127585,X-Men: Days of Future Past,2014-05-15,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,15.93,7.533,16395
1257,1949,Zodiac,2007-03-02,"Over the course of a decade, editors of the San Francisco Chronicle entice themselves in the murders of the Zodiac Killer. However, as time runs its course, interest in the case dwindles in the eyes of the professionals. The Killer stops interacting with the public. However, believing he has the answers, an amateur cartoonist from the initial sightings races against time to prevent what he believes is another murder.",11.5677,7.533,11680
1258,220,East of Eden,1955-04-10,"In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother.",2.5195,7.533,820
1259,399566,Godzilla vs. Kong,2021-03-24,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",15.4424,7.532,10706
1260,375572,Italian Race,2016-04-07,"Giulia De Martino is a pilot. At seventeen she participates in the GT Championship, under the guidance of her father Mario. But one day everything changes and Giulia has to face alone both the track and her own life.",1.3247,7.5,968
1261,15472,The Girl with the Dragon Tattoo,2009-02-27,"Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",5.6414,7.532,3255
1262,11782,Hard Boiled,1992-04-16,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,4.487,7.5,957
1263,11178,My Sassy Girl,2001-07-27,A young man’s world is turned upside down when a female force of nature takes his life by storm in this outrageous and uplifting ode to true love.,3.2615,7.5,666
1264,3116,Midnight Cowboy,1969-05-25,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",5.2407,7.532,1631
1265,429450,Pandora,2016-12-07,"When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",2.3466,7.53,511
1266,41411,The Round Up,2010-03-10,"A faithful retelling of the 1942 ""Vel' d'Hiv Roundup"" and the events surrounding it.",2.2185,7.53,1044
1267,10161,My Left Foot: The Story of Christy Brown,1989-04-07,"No one expects much from Christy Brown, a boy with cerebral palsy born into a working-class Irish family. Though Christy is a spastic quadriplegic and essentially paralyzed, a miraculous event occurs when, at the age of 5, he demonstrates control of his left foot by using chalk to scrawl a word on the floor. With the help of his steely mother — and no shortage of grit and determination — Christy overcomes his infirmity to become a painter, poet and author.",2.7213,7.53,1036
1268,4909,The Day of the Jackal,1973-05-16,"An international assassin known as ‘The Jackal’ is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassin’s trail.",4.1799,7.53,688
1269,416144,Hotel Mumbai,2019-03-14,"Mumbai, India, November 26, 2008. While several terrorists spread hatred and death through the city, others attack the Taj Mahal Palace Hotel. Both hotel staff and guests risk their lives, making unthinkable sacrifices to protect themselves and keep everyone safe while help arrives.",2.9168,7.529,1762
1270,722778,The Hand of God,2021-11-24,"In 1980s Naples, an awkward teen struggling to find his place experiences heartbreak and liberation after he's inadvertently saved from a freak accident by football legend Diego Maradona.",3.1113,7.528,1785
1271,29084,Le Corbeau,1943-09-28,"Remy Germain is a doctor in a French town who becomes the focus of a vicious smear campaign, as letters accusing him of having an affair and performing unlawful abortions are mailed to village leaders. The mysterious writer, who signs each letter as ""Le Corbeau"" (The Raven) soon targets the whole town, exposing everyone's dark secrets.",1.2084,7.528,320
1272,9495,The Crow,1994-05-11,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven, watched over by a hypnotic crow, returns from the grave to exact revenge.",8.4101,7.529,4582
1273,899405,Anonymously Yours,2021-12-10,"After an accidental text message turns into a digital friendship, Vale and Alex start crushing on each other without realizing they've met in real life.",1.9182,7.527,377
1274,744114,My Policeman,2022-10-20,"In the late 1990s, the arrival of elderly invalid Patrick into Marion and Tom’s home triggers the exploration of seismic events from 40 years previous: the passionate relationship between Tom and Patrick at a time when homosexuality was illegal.",2.0557,7.527,780
1275,576920,Silver Skates,2020-12-10,"1899, the Christmas-time St.Petersburg. Ice-covered rivers and canals of the capital seethe with festive activities. On the eve of the new century those who should not be destined to meet, come together. They are people from different worlds: Matvey, the son of a lamplighter, whose only treasure is his silver-plated skates; Alice is the daughter of a high-ranking official dreaming of science. Each of them has his own difficult life-story, but having accidentally met they rush forward together in pursuit of their dreams.",1.781,7.527,313
1276,83389,From Up on Poppy Hill,2011-07-16,"Yokohama, 1963. Japan is picking itself up from the devastation of World War II and preparing to host the 1964 Olympics—and the mood is one of both optimism and conflict as the young generation struggles to throw off the shackles of a troubled past. Against this backdrop of hope and change, a friendship begins to blossom between high school students Umi and Shun—but a buried secret from their past emerges to cast a shadow on the future and pull them apart.",5.2403,7.5,1965
